GateI,GateV,DrainI
-2.4014E-9,-40.0000E+0,47.1184E-12
-1.4555E-9,-39.8000E+0,46.6094E-12
-3.5408E-9,-39.6000E+0,38.1593E-12
-1.8619E-9,-39.4000E+0,33.7815E-12
-1.5387E-9,-39.2000E+0,36.3776E-12
-1.5543E-9,-39.0000E+0,37.3957E-12
-1.9234E-9,-38.8000E+0,30.9818E-12
-1.5806E-9,-38.6000E+0,28.1820E-12
-1.9531E-9,-38.4000E+0,27.0112E-12
-525.3432E-12,-38.2000E+0,25.2296E-12
-2.4508E-9,-38.0000E+0,27.3167E-12
-5.1334E-9,-37.8000E+0,30.8800E-12
-5.2968E-9,-37.6000E+0,26.3495E-12
-1.7469E-9,-37.4000E+0,21.7172E-12
-1.5085E-9,-37.2000E+0,26.0950E-12
-562.1474E-12,-37.0000E+0,19.0193E-12
-659.9559E-12,-36.8000E+0,22.2771E-12
-542.4849E-12,-36.6000E+0,19.0193E-12
-1.9804E-9,-36.4000E+0,20.8009E-12
-495.0931E-12,-36.2000E+0,17.7467E-12
350.4257E-12,-36.0000E+0,18.8665E-12
-1.7485E-9,-35.8000E+0,19.0702E-12
-2.7870E-9,-35.6000E+0,19.5792E-12
-887.8396E-12,-35.4000E+0,21.6663E-12
-891.8729E-12,-35.2000E+0,14.9978E-12
-634.7475E-12,-35.0000E+0,19.4265E-12
-4.5521E-9,-34.8000E+0,13.4198E-12
-1.5080E-9,-34.6000E+0,13.4198E-12
329.7539E-12,-34.4000E+0,11.8418E-12
-590.3808E-12,-34.2000E+0,15.2014E-12
-914.0563E-12,-34.0000E+0,7.5658E-12
-179.9832E-12,-33.8000E+0,15.9141E-12
-1.3855E-9,-33.6000E+0,12.5544E-12
-1.4843E-9,-33.4000E+0,12.0963E-12
-1.1944E-9,-33.2000E+0,13.7252E-12
-1.5967E-9,-33.0000E+0,14.3361E-12
-4.1049E-9,-32.8000E+0,15.7105E-12
-806.1645E-12,-32.6000E+0,15.7105E-12
-616.0933E-12,-32.4000E+0,16.3213E-12
-1.5680E-9,-32.2000E+0,12.8089E-12
-467.3639E-12,-32.0000E+0,11.7909E-12
-1.1329E-9,-31.8000E+0,7.3113E-12
-791.5436E-12,-31.6000E+0,13.3689E-12
-1.1147E-9,-31.4000E+0,10.7728E-12
-775.4102E-12,-31.2000E+0,9.8565E-12
-986.6564E-12,-31.0000E+0,7.8203E-12
-1.1031E-9,-30.8000E+0,9.1947E-12
-1.8311E-9,-30.6000E+0,11.0273E-12
-932.7106E-12,-30.4000E+0,7.3113E-12
